sales_order_number,uom,part_group,short_description,long_description,order_quantity,quantity_shipped,base_price,extended_price
28237,EA,LVSLS,604557 FC; BRACKET; SKIRT SUPPORT,604557 FC; BRACKET; SKIRT SUPPORT,2,2,63.18,126.36
28242,EA,LVSLS,190105412 BRKT SHLF LH,190105412 BRKT SHLF LH,500,500,5.8,2900
28246,EA,LVSLS,190105412 BRKT SHLF LH,190105412 BRKT SHLF LH,500,500,5.8,2900
28247,EA,LVSLS,190105411 BRKT SHLF RH,190105411 BRKT SHLF RH,400,400,5.8,2320
28249,EA,LVSLS,RG 180 ADAPTER - 0.625 INCH HOLES,RG 180 ADAPTER - 0.625 INCH HOLES,60,60,16.63,997.8
28249,EA,LVSLS,RG 180 ADAPTER - 1 INCH HOLES,RG 180 ADAPTER - 1 INCH HOLES,284,284,16.58,4708.72
28256,EA,LVSLS,FDMAGBRKT4448,F022-0001,5,5,5.99,29.95
28249,EA,LVSLS,SX 180 ADAPTER,SX 180 ADAPTER,60,60,17.6,1056
28249,EA,LVSLS,"SX 180 .313"" REINFORCEMENT PLATE","SX 180 .313"" REINFORCEMENT PLATE",262,262,4.46,1168.52
28237,EA,LVSLS,604558 FC; BRACKET; SIDE SUPPORT; MIDDLE,604558 FC; BRACKET; SIDE SUPPORT; MIDDLE,4,4,42.67,170.68
28237,EA,LVSLS,604559 FC; BRACKET; SIDE SUPPORT; MIDDLE OPPOSITE,604559 FC; BRACKET; SIDE SUPPORT; MIDDLE OPPOSITE,4,4,42.67,170.68
28237,EA,LVSLS,605207 FC; BRACKET; SKIRT SUPPORT; REAR; W/HOLES,605207 FC; BRACKET; SKIRT SUPPORT; REAR; W/HOLES,2,2,63.36,126.72
28240,EA,LVSLS,215007515 Z FRT C/P STL7GAX5.96X75.71 LH F59 GALV,215007515 Z FRT C/P STL7GAX5.96X75.71 LH F59 GALV,100,100,47.97,4797
28241,EA,LVSLS,"MS-304 MS-SSSP 5/8"" THREADED ROD","MS-304 MS-SSSP 5/8"" THREADED ROD  CUT 14 INCHES LONG",20,20,7.72,154.4
28241,EA,LVSLS,MS-302 MS-SSSP MAIN PLATE & NUTS,MS-302 MS-SSSP MAIN PLATE & NUTS,20,20,62.79,1255.8
28241,EA,LVSLS,MS-301 MS-SSSP WING PLATE,MS-301 MS-SSSP WING PLATE,20,20,55.79,1115.8
28243,EA,LVSLS,TUBE PLATE A K6002 XV2-L,UXV2-LX000K2-105   TUBE PLATE A K6002 XV2-L,5,5,48.35,241.75
28243,EA,LVSLS,UXV2-LX000K2-106,UXV2-LX000K2-106   TUBE PLATE B K6002 XV2-L,5,5,48.35,241.75
28255,EA,LVSLS,XF-PB200E4-110 Longitudinal Baffle (Long) XF-PB20,XF-PB200E4-110 Longitudinal Baffle (Long) XF-PB20 ,1,1,186.07,186.07
28255,EA,LVSLS,UXF-PX200UXF-PX200E3-105E3-105,UXF-PX200E3-105,5,5,91.21,456.05
28255,EA,LVSLS,UXF-PX200E4-104_0,NA,4,4,88.88,355.52
28264,EA,LVSLS,46027706 BRKT FUSE BLK KYLS 90 DEG TYCO #2311181,46027706 BRKT FUSE BLK KYLS 90 DEG TYCO #2311181,140,140,2.42,338.8
28271,EA,LVSLS,002027423 BRKT SHFT,002027423 BRKT SHFT,160,160,5.92,947.2
28271,EA,LVSLS,188007202 ANG WLDMT OB RH,NA,100,100,39.95,3995
28271,EA,LVSLS,218078401 ANG ATCH RH,218078401 ANG ATCH RH,120,120,9.9,1188
28273,EA,LVSLS,619321 WMT; BOLT ON STEP; SCRAPER; GALV,619321 WMT; BOLT ON STEP; SCRAPER; GALV,40,40,80.79,3231.6
28249,EA,LVSLS,0.625 INCH HOLE - LEVER ARM RACK ROLLER-001,0.625 INCH HOLE - LEVER ARM RACK ROLLER-001,256,256,18.49,4733.44
28267,EA,LVSLS,218078401 ANG ATCH RH,218078401 ANG ATCH RH,120,120,9.9,1188
28267,EA,LVSLS,217032400 BRKT H/SHLD,217032400 BRKT H/SHLD,120,120,24.31,2917.2
28268,EA,LVSLS,208007454 ANG INR STL LH,208007454 ANG INR STL LH ,80,80,12.62,1009.6
28268,EA,LVSLS,137147405 HSG STRKR RR,137147405 HSG STRKR RR,140,139,4.75,665
28269,EA,LVSLS,96760315 STRIKER BODY REAR,96760315 STRIKER BODY REAR,130,130,5.15,669.5
28269,EA,LVSLS,137147410  PNL CLSR LATBHD STL 11GA YL,137147410  PNL CLSR LAT BHD STL 11GA YL,130,129,3.85,500.5
28270,EA,LVSLS,215007501 Z MID C/P STL7GAX5.96X58.28 LH F59 GALV,215007501 Z MID C/P STL7GAX5.96X58.28 LH F59 GALV,30,30,35.88,1076.4
28249,EA,LVSLS,1.00 INCH HOLE - LEVER ARM RACK ROLLER - 001,1.00 INCH HOLE - LEVER ARM RACK ROLLER - 001,192,192,18.99,3646.08
28249,EA,LVSLS,LEVER ARM REINFORCEMENT PLATE,LEVER ARM REINFORCEMENT PLATE,220,220,3.2,704
28250,EA,LVSLS,0.625 INCH HOLE - LEVER ARM RACK ROLLER-002,0.625 INCH HOLE - LEVER ARM RACK ROLLER-002,256,256,3.7,947.2
28250,EA,LVSLS,1.00 INCH HOLE - LEVER ARM RACK ROLLER - 002,1.00 INCH HOLE - LEVER ARM RACK ROLLER - 002,182,182,3.77,686.14
28251,EA,LVSLS,207101400 HTCH FRM,207101400 HTCH FRM,120,120,43.85,5262
28252,EA,LVSLS,"207007406 BRKT D/FLR STL7GAX17.51X20.49R OB, GALV","207007406 BRKT D/FLR STL7GAX17.51X20.49R OB, GALV",120,117,42.86,5143.2
28252,EA,LVSLS,207101400 HTCH FRM,207101400 HTCH FRM,120,120,43.85,5262
28252,EA,LVSLS,"207007407 BRKT D/FLR STL7GAX17.51X20.49L OB, GALV","207007407 BRKT D/FLR STL7GAX17.51X20.49L OB, GALV",120,120,42.86,5143.2
28253,EA,LVSLS,137147410  PNL CLSR LATBHD STL 11GA YL,137147410  PNL CLSR LAT BHD STL 11GA YL,120,120,3.85,462
28265,EA,LVSLS,208078401 C/P RR D/FLR,208078401 C/P RR D/FLR ,120,120,103.95,12474
28274,EA,LVSLS,609424 PFC; PLATE; WINCH MOUNT,609424 PFC; PLATE; WINCH MOUNT,10,10,220.04,2200.4
28276,EA,LVSLS,137147408,137147408 -BRKT BLKH STKR ,150,150,6.93,1039.5
28278,EA,LVSLS,3394 DOOR LEFT,3394 DOOR LEFT,60,60,207.64,12458.4
28278,EA,LVSLS,3394 DOOR RIGHT,3394 DOOR RIGHT,60,60,207.64,12458.4
28282,EA,LVSLS,ACPF4018'' 7 GA COL PROT-FRMD-18'',"ACPF4018"" --  4'' 7 GA COL PROT-FRMD-18""",200,200,6.13,1226
28282,EA,LVSLS,CAP-EGF6.5-S10-3.813X3.25,"SHEET 10GA - 3 13/16"" X 3 1/4"" ",100,100,1.22,122
28282,EA,LVSLS,S.3-07X009.13-238764,"SHEET, 1/4"" - 7"" X 9 1/8""",10,10,10.42,104.2
28253,EA,LVSLS,137147403 SLD STKR SEE DOOR REAR,137147403 SLD STKR SEE DOOR REAR,120,120,3.45,414
28257,EA,LVSLS,0370365001 LINER-FRONT PANEL,0370365001 LINER-FRONT PANEL,75,75,18.42,1381.5
28259,EA,LVSLS,Z-1882-17 OPPOSITE HAND,Z-1882-17 OPPOSITE HAND,2,2,127.25,254.5
28260,EA,LVSLS,477535-0003  SHIM,477535-0003  SHIM,1000,1000,0.94,940
28262,EA,LVSLS,177041405 DOOR POCKET PANEL RH (*CUST SUPP MAT*),177041405 PNL D/PKT ALUM .102X42.27X87.65 RH (***CUST SUPPLIED MATERIAL ALUM .102 X 48 X 96 w/PVC***),80,80,20.98,1678.4
28266,EA,LVSLS,117142400  S MIR LH,117142400  S MIR LH,140,140,0.95,133
28266,EA,LVSLS,117142401  S MIR RH,117142401  S MIR RH,140,140,0.95,133
28267,EA,LVSLS,218078400 ANG ATCH LH,218078400 ANG ATCH LH,120,120,9.9,1188
28254,EA,LVSLS,117032400 W/BX WRAPPER 44'' 88W FCC,"117032400 W/BX WRAPPER 44'' 88W FCC
***CUSTOMER SUPPLIED .125 X 56 X 96***",90,90,9.52,856.8
28255,EA,LVSLS,Tube PLT (B) PX - E3 - 86x3,UXF-PX200E3-106   Tube PLT (B) PX - E3 - 86x3,4,4,91.21,364.84
28257,EA,LVSLS,3076234 LINER-CONT PNL SIDE MDM LGE,3076234 LINER-CONT PNL SIDE MDM LGE,100,100,23.24,2324
28257,EA,LVSLS,0708506 PANEL-CONT PLATE TOP,0708506 PANEL-CONT PLATE TOP,20,20,20.65,413
28257,EA,LVSLS,0712503 PANEL-TOP REAR LARGE,0712503 PANEL-TOP REAR LARGE,25,25,34.08,852
28257,EA,LVSLS,0365864000 RETAINER-ISO PNL,0365864000 RETAINER-ISO PNL,500,500,0.76,380
28257,EA,LVSLS,3079882 BASE-STD MDM INDOOR OUTDOOR,3079882 BASE-STD MDM INDOOR OUTDOOR,25,25,142.92,3573
28257,EA,LVSLS,0708533 PANEL-PLATE TOP CTL LGE,0708533 PANEL-PLATE TOP CTL LGE,50,50,26.12,1306
28257,EA,LVSLS,3100738 FILLER-CONT PNL EX LGE,3100738 FILLER-CONT PNL EX LGE ,25,25,3.13,78.25
28257,EA,LVSLS,0712527 LEG-CENTER MDM/LGE,0712527 LEG-CENTER MDM/LGE,200,200,15.63,3126
28257,EA,LVSLS,3059429 DEADFRONT-DOUBLE ROW,3059429 DEADFRONT-DOUBLE ROW,100,100,5.76,576
28258,EA,LVSLS,3079883 BASE-STD LGE RH INDOOR OUTDOOR,3079883 BASE-STD LGE RH INDOOR OUTDOOR,30,30,91.22,2736.6
28261,EA,LVSLS,177041404 DOOR POCKET PANEL LH (CUST SUP MAT,177041404 PNL D/PKT ,80,80,20.98,1678.4
28268,EA,LVSLS,215007505 Z RR C/P STL7GAX5.96X76.3 LH F59 GALV,215007505 Z RR C/P STL7GAX5.96X76.3 LH F59 GALV ,80,80,45.99,3679.2
28269,EA,LVSLS,137147403 SLD STKR SEE DOOR REAR,137147403 SLD STKR SEE DOOR REAR,130,130,3.45,448.5
28269,EA,LVSLS,137147424 BAR - WEIGHT,137147424 BAR - WEIGHT,130,130,4.95,643.5
28269,EA,LVSLS,137147420 PLT MTG PUL,137147420 PLT MTG PUL,130,130,4.98,647.4
28270,EA,LVSLS,215007497 Z FRT C/P STL7GAX5.96X48.29 LH F59 GALV,215007497 Z FRT C/P STL7GAX5.96X48.29 LH F59 GALV,30,30,32.06,961.8
28270,EA,LVSLS,215007498 Z FRT C/P STL7GAX5.96X48.29 RH F59 GALV,215007498 Z FRT C/P STL7GAX5.96X48.29 RH F59 GALV,30,30,32.05,961.5
28270,EA,LVSLS,215007502 Z MID C/P STL7GAX5.96X58.28 RH F59 GALV,215007502 Z MID C/P STL7GAX5.96X58.28 RH F59 GALV,30,30,35.88,1076.4
28271,EA,LVSLS,208101419 S/FRM STL.25X16.86X48.9RH,208101419 S/FRM STL.25X16.86X48.9RH,20,20,152.09,3041.8
28271,EA,LVSLS,218078400 ANG ATCH LH,218078400 ANG ATCH LH,120,120,9.9,1188
28272,EA,LVSLS,"SHIM.06-04 SHIM, 1/16""X5""X7, (2) 5/8"" HOLES","SHIM.06-04 SHIM, 1/16""X5""X7, (2) 5/8"" HOLES",500,500,1.48,740
28275,EA,LVSLS,314000 STK; OUTER TUBE; PLW,314000 STK; OUTER TUBE; PLW,20,20,59.18,1183.6
28277,EA,LVSLS,60037-05-U,ANCHOR LOOPS 3/4 A36 PER DWG 100278,1500,1500,2.05,3075
28285,EA,LVSLS,2005-2110-03S3 LEG,2005-2110-03S3 LEG,26,26,39.14,1017.64
28287,EA,LVSLS,4005-2310-01C4 SEPARATOR TOP CASING,4005-2310-01C4 SEPARATOR TOP CASING,40,40,5.54,221.6
28288,EA,LVSLS,1505-6526-02C4,NA,36,36,74.99,2699.64
28293,EA,LVSLS,0003-9182-00S3,ECONOMIZER CHIMNEY PLATE WELDMENT,1,1,515.19,515.19
28294,EA,LVSLS,3005-9041-00C3-G-BRIGHT ARGENT,CASING (2) LIGHT SILVER,15,15,94.79,1421.85
28296,EA,LVSLS,0003-5572-0010 INNER CASING,0003-5572-0010 INNER CASING,10,10,78.75,787.5
28299,EA,LVSLS,0003-9169-00S3 INNER BLOCK STRIP,0003-9169-00S3 INNER BLOCK STRIP,40,40,10.32,412.8
28301,EA,LVSLS,3005-6139-01S3  MAIN GAS ORIFICE,3005-6139-01S3  MAIN GAS ORIFICE,10,10,9.6,96
28278,EA,LVSLS,3515 DOOR DIVIDER,3515 DOOR DIVIDER,26,26,75,1950
28279,EA,LVSLS,208101402 S/FRM STL.25X16.58X38.86LH GALV,208101402 S/FRM STL.25X16.58X38.86LH GALV,100,100,76.2,7620
28279,EA,LVSLS,188007201 ANG WLDMT OB LH,NA,120,120,39.95,4794
28279,EA,LVSLS,208101418 S/FRM STL.25X16.86X48.9LH,208101418 S/FRM STL.25X16.86X48.9LH,20,20,152.09,3041.8
28279,EA,LVSLS,215007511 Z FWD C/P STL7GAX5.71X22.38LH F59 GALV,215007511 Z FWD C/P STL7GAX5.71X22.38LH F59 GALV,140,140,16.62,2326.8
28280,EA,LVSLS,ACPF3012 3'' 7 GA COL PROT-FRMD-12'',ACPF3012 3'' 7 GA COL PROT-FRMD-12'',400,400,4.6,1840
28281,EA,LVSLS,HTP-625-0510-2.5,"FOOT PLATE 5/8"" X 5"" X 10"" ",50,50,18.54,927
28281,EA,LVSLS,CLIP-IT09.25-H01.63-HS07,CLIP-IT09.25-H01.63-HS07,250,250,4.22,1055
28282,EA,LVSLS,HS07-5X042MA03242X400024,"SHEET, HS 7 GA 5"" X 42"" ",180,180,20.32,3657.6
28283,EA,LVSLS,"HC-135-1010 CAP, 10 GA.X10X10","HC-135-1010 CAP, 10 GA.X10X10",100,100,7.31,731
28283,EA,LVSLS,KP-SP KICK PLATE SPLICE CLIP,KP-SP KICK PLATE SPLICE CLIP,1000,1000,1.74,1740
28283,EA,LVSLS,"S.6-02.5X007.44-IBC 5/8"" Plate, 2 1/2"" x 7","S.6-02.5X007.44-IBC 5/8"" Plate, 2 1/2"" x 7 7/16""",100,100,6.59,659
28283,EA,LVSLS,F.8X6-011-IBC-BASE,F.8X6-011-IBC-BASE,250,250,14.11,3527.5
28283,EA,LVSLS,RSD-1 RAILING SADDLE CLIP,RSD-1 RAILING SADDLE CLIP,2000,2000,0.81,1620
28284,EA,LVSLS,0003-9162-0010,ECO PLATE (2) EX 300,10,10,6.33,63.3
28286,EA,LVSLS,3009-8880-08S3 Silver,3009-8880-08S3 Silver,20,20,84.49,1689.8
28289,EA,LVSLS,3009-8896-00C4 - PLEXIGLAS MOUNTING BRACKET - BRIG,3009-8896-00C4 - PLEXIGLAS MOUNTING BRACKET - BRIGHT ARGENT SILVER,60,60,12.43,745.8
28290,EA,LVSLS,4005-1222-0020 GUIDE VANE,4005-1222-0020 GUIDE VANE,15,15,108.44,1626.6
28291,EA,LVSLS,1505-6527-11S3  FEED WATER/GAS PIPE SUPPORT,1505-6527-11S3  FEED WATER/GAS PIPE SUPPORT,25,25,14.02,350.5
28292,EA,LVSLS,4001-6271-12S3,"MAIN GAS ORIFICE PLATE 7/8""D",20,20,5.55,111
28295,EA,LVSLS,UXV2-TC03-1800-022,XV2 LEG TIE 1800 TC03,1,0,0,0
28297,EA,LVSLS,ECONOMIZER FLANGE WELDMENT,0003-9149-02S3,15,15,102.06,1530.9
28298,EA,LVSLS,4044-9144-0010,4044-9144-0010 ECONOMIZER FLANGE WELDMENT ,8,8,112,896
28300,EA,LVSLS,2005-2110-03S3 LEG,2005-2110-03S3 LEG,25,24,39.14,978.5
28304,EA,LVSLS,UXV2-TC03-1800-022,XV2 LEG TIE 1800 TC03,1,0,0,0
28302,EA,LVSLS,4005-2342-00C4 - ECO. CASING - FLAT BLACK,NA,32,32,131.15,4196.8
28303,EA,LVSLS,4005-1580-00C3 - SIDE BAR NEW LX-300-07 REV.C (FLA,4005-1580-00C3 - SIDE BAR NEW LX-300-07 REV.C (FLAT BLACK),20,20,91.12,1822.4
28305,EA,LVSLS,087032404 WHEEL BX END PANEL LH,"087032404 WHEEL BX END PANEL LH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",80,80,2.54,203.2
28306,EA,LVSLS,087032405 WHEEL BX END PANEL RH,"087032405 WHEEL BX END PANEL RH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",80,80,2.47,197.6
28307,EA,LVSLS,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),80,80,9.84,787.2
28308,EA,LVSLS,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),80,80,10.82,865.6
28310,EA,LVSLS,98760320 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,80,80,9.52,761.6
28312,EA,LVSLS,UXV2-TC03-1800-022,XV2 LEG TIE 1800 TC03,1,0,0,0
28311,EA,LVSLS,96760312 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,160,160,4.09,654.4
28313,EA,LVSLS,157041409 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,80,76,8.56,684.8
28315,EA,LVSLS,177005411 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,80,80,2.04,163.2
28316,EA,LVSLS,147052400 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,80,80,3.08,246.4
28317,EA,LVSLS,087032404 WHEEL BX END PANEL LH,"087032404 WHEEL BX END PANEL LH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",80,80,2.54,203.2
28319,EA,LVSLS,117005403 WASHER BOTTLE BRACKET FCC UPS SCS HEATER,"117005403 WASHER BOTTLE BRACKET FCC UPS SCS HEATER
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",80,80,2.17,173.6
28320,EA,LVSLS,117005404 BRC BTL BRKT,"117005404 BRC BTL BRKT
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",80,80,2.55,204
28323,EA,LVSLS,177070401 PLT SL BHD HDR,"177070401 PLT SL BHD HDR
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",160,160,1.57,251.2
28327,EA,LVSLS,005774400 ANG AL MTG .125 X 6.81 X 107.12,"005774400 ANG AL MTG .125 X 6.81 X 107.12
***CUSTOMER SUPPLIED MATERIAL .125 X 56 X 110 W/ PVC***",182,182,7.05,1283.1
28324,EA,LVSLS,187050412 GRD LMP SI,"187050412 GRD LMP SI
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",160,160,3.88,620.8
28325,EA,LVSLS,98760307 STFNR LWR .102X7.74X28.18 RH,"98760307 STFNR LWR .102X7.74X28.18 RH
***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***",80,80,5.35,428
28326,EA,LVSLS,98760323 PNL DR RH,"98760323 PNL DR RH
***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***",80,80,14.39,1151.2
28329,EA,LVSLS,"15IB03002A FLOOR SUPPORT CHANNEL EXTENSION, LONG","15IB03002A FLOOR SUPPORT CHANNEL EXTENSION, LONG",1040,1040,5.08,5283.2
28332,EA,LVSLS,3113096 BASE FRONT SMALL 106 X 27,3113096 BASE FRONT SMALL 106 X 27,10,10,273.07,2730.7
28332,EA,LVSLS,3113097 BASE REAR SMALL 106 X 27,3113097 BASE REAR SMALL 106 X 27,10,10,270.69,2706.9
28331,EA,LVSLS,"RD30943173 2ND FRONT PARTITION, R/S","RD30943173 2ND FRONT PARTITION, R/S",100,100,45.71,4571
28328,EA,LVSLS,117032400 W/BX WRAPPER 44'' 88W FCC,"117032400 W/BX WRAPPER 44'' 88W FCC
***CUSTOMER SUPPLIED .125 X 56 X 96***",120,120,9.52,1142.4
28329,EA,LVSLS,7020300800,7020300800 Connecting Plate,1000,1000,3.86,3860
28331,EA,LVSLS,RD30941010 BULKHEAD SHELF-ALTSV57,RD30941010 BULKHEAD SHELF-ALTSV57,50,50,70.36,3518
28331,EA,LVSLS,RD30941011 BULKHEAD SHELF-ALTSV72,RD30941011 BULKHEAD SHELF-ALTSV72,100,100,167.93,16793
28331,EA,LVSLS,RD30941012 BULKHEAD SHELF-ALCSV57,RD30941012 BULKHEAD SHELF-ALCSV57,100,100,85.67,8567
28331,EA,LVSLS,RD30941013 BULKHEAD SHELF-ALCSV75,RD30941013 BULKHEAD SHELF-ALCSV75,50,50,168.49,8424.5
28331,EA,LVSLS,"RD30943170 2ND FRONT PARTITION, C/S","RD30943170 2ND FRONT PARTITION, C/S",100,100,45.6,4560
28331,EA,LVSLS,"RD30943174 INT PARTITION, R/S","RD30943174 INT PARTITION, R/S",100,100,49.58,4958
28330,EA,LVSLS,STEEL PLATE WITH HOLE,NA,100,100,2.59,259
28331,EA,LVSLS,RD30215169 CLASSIC II ALM SWITCH BRKT (AL),RD30215169 CLASSIC II ALM SWITCH BRKT (AL),750,750,0.48,360
28331,EA,LVSLS,RD30925165 HEADER GAS PROP BRACKET-ALCSV,RD30925165 HEADER GAS PROP BRACKET-ALCSV,500,500,0.69,345
28331,EA,LVSLS,RD30940012 REAR CROSSMEMBER-ALCSVSW,RD30940012 REAR CROSSMEMBER-ALCSVSW,100,100,132.15,13215
28331,EA,LVSLS,RD30940025 REAR CROSSMEMBER REINFORCEMENT,RD30940025 REAR CROSSMEMBER REINFORCEMENT,100,100,32.02,3202
28331,EA,LVSLS,"RD30940056 LONG SILL, FRONT-ALCSV132","RD30940056 LONG SILL, FRONT-ALCSV132",100,100,20,2000
28331,EA,LVSLS,"RD30940058 LONG SILL, REAR-ALCSV132","RD30940058 LONG SILL, REAR-ALCSV132",100,100,7.23,723
28331,EA,LVSLS,RD30940060 CROSSMEMBER-ALCSV,RD30940060 CROSSMEMBER-ALCSV,100,100,27.62,2762
28331,EA,LVSLS,RD10275011 MASTERLOCK DOOR LOCK BRACKET,RD10275011 MASTERLOCK DOOR LOCK BRACKET,500,500,0.63,315
28331,EA,LVSLS,RD30940023 FRONT CROSSMEMBER-ALCSVSW,RD30940023 FRONT CROSSMEMBER-ALCSVSW,50,50,35.96,1798
28331,EA,LVSLS,RD30940061 CROSSMEMBER FRONT WHEEL-ALCSV,RD30940061 CROSSMEMBER FRONT WHEEL-ALCSV,60,60,29.93,1795.8
28331,EA,LVSLS,"RD30940218 REAR BOX, C/S-ALPSV132SW","RD30940218 REAR BOX, C/S-ALPSV132SW",150,150,37.02,5553
28331,EA,LVSLS,"RD30940228 REAR BOX, R/S-ALPSV132SW","RD30940228 REAR BOX, R/S-ALPSV132SW",120,120,37.1,4452
28331,EA,LVSLS,RD10275007 CLASSIC II ALM SWITCH BRKT (AL),RD10275007 CLASSIC II ALM SWITCH BRKT (AL),100,100,1.8,180
28331,EA,LVSLS,RD30215165 ROTARY CATCH 2 POINT BOTTOM,RD30215165 ROTARY CATCH 2 POINT BOTTOM,100,100,1.45,145
28331,EA,LVSLS,"RD30940067 LONG SILL, MIDDLE-ALCSV132","RD30940067 LONG SILL, MIDDLE-ALCSV132",100,100,16.72,1672
28331,EA,LVSLS,"RD30943175 INT PARTITION, C/S","RD30943175 INT PARTITION, C/S",100,100,49.58,4958
28331,EA,LVSLS,"RD30944117 2ND REAR PARTITION, R/S","RD30944117 2ND REAR PARTITION, R/S",100,100,45.87,4587
28331,EA,LVSLS,"RD30944118 2ND REAR PARTITION, C/S","RD30944118 2ND REAR PARTITION, C/S",100,100,45.87,4587
28331,EA,LVSLS,RD30946002 WHEELPOCKET SHELF-ALCSVASWHH,RD30946002 WHEELPOCKET SHELF-ALCSVASWHH,220,220,45.42,9992.4
28331,EA,LVSLS,"RDLPAR020002 BOX, OFFSET","RDLPAR020002 BOX, OFFSET",150,150,40.11,6016.5
28331,EA,LVSLS,"RDLPBH020001 BOX, OFFSET","RDLPBH020001 BOX, OFFSET",150,150,30.89,4633.5
28331,EA,LVSLS,"RDLPBR020003 HDR, SIDE, CS","RDLPBR020003 HDR, SIDE, CS",25,25,32.26,806.5
28331,EA,LVSLS,"RDLPBR030003 HDR, SIDE, RS","RDLPBR030003 HDR, SIDE, RS",25,25,32.27,806.75
28331,EA,LVSLS,"RDLPBR080002 HDR, SPMKR TOP, RS","RDLPBR080002 HDR, SPMKR TOP, RS",20,20,36.02,720.4
28339,EA,LVSLS,0365851000 CORNER-LEG 80'',0365851000 CORNER-LEG 80'',100,100,22.61,2261
28339,EA,LVSLS,2H05730001 CORNER HEAVY DUTY 8 COMPR,2H05730001 CORNER HEAVY DUTY 8 COMPR,50,50,16.29,814.5
28340,EA,LVSLS,FDD1504896SGN3T-BLK 3 TIER SIGN,FDD1504896SGN3T-BLK 3 TIER SIGN,2,2,43.93,87.86
28348,EA,LVSLS,157041409 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,80,79,8.56,684.8
28353,EA,LVSLS,087032405 WHEEL BX END PANEL RH,"087032405 WHEEL BX END PANEL RH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",80,80,2.47,197.6
28355,EA,LVSLS,117005404 BRC BTL BRKT,"117005404 BRC BTL BRKT
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",80,80,2.55,204
28360,EA,LVSLS,98760307 STFNR LWR .102X7.74X28.18 RH,"98760307 STFNR LWR .102X7.74X28.18 RH
***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***",80,80,5.35,428
28331,EA,LVSLS,"RDLPBR090002 HDR, SPMKR TOP, RS","RDLPBR090002 HDR, SPMKR TOP, RS",20,20,36.02,720.4
28333,EA,LVSLS,RD10275011 MASTERLOCK DOOR LOCK BRACKET,RD10275011 MASTERLOCK DOOR LOCK BRACKET,500,500,0.63,315
28333,EA,LVSLS,RD30215169 CLASSIC II ALM SWITCH BRKT (AL),RD30215169 CLASSIC II ALM SWITCH BRKT (AL),750,750,0.48,360
28333,EA,LVSLS,RD30925165 HEADER GAS PROP BRACKET-ALCSV,RD30925165 HEADER GAS PROP BRACKET-ALCSV,500,500,0.69,345
28333,EA,LVSLS,RD30940023 FRONT CROSSMEMBER-ALCSVSW,RD30940023 FRONT CROSSMEMBER-ALCSVSW,50,50,35.96,1798
28333,EA,LVSLS,"RD30940067 LONG SILL, MIDDLE-ALCSV132","RD30940067 LONG SILL, MIDDLE-ALCSV132",100,100,16.72,1672
28333,EA,LVSLS,RD30940012 REAR CROSSMEMBER-ALCSVSW,RD30940012 REAR CROSSMEMBER-ALCSVSW,100,100,132.15,13215
28333,EA,LVSLS,RD30940025 REAR CROSSMEMBER REINFORCEMENT,RD30940025 REAR CROSSMEMBER REINFORCEMENT,100,100,32.02,3202
28331,EA,LVSLS,"RDLPDA010004 BOX, WHP","RDLPDA010004 BOX, WHP",140,140,32.5,4550
28331,EA,LVSLS,"RD30947025 FRONT BOX, R/S-ALCSV132SW","RD30947025 FRONT BOX, R/S-ALCSV132SW",150,150,88.75,13312.5
28331,EA,LVSLS,"RD30947026 FRONT BOX, C/S-ALCSV132SW","RD30947026 FRONT BOX, C/S-ALCSV132SW",150,150,88.75,13312.5
28331,EA,LVSLS,"RDLPBR020004 HDR, SIDE, CS","RDLPBR020004 HDR, SIDE, CS",50,50,25.76,1288
28331,EA,LVSLS,"RDLPAR010010 BOX, JOGGLED","RDLPAR010010 BOX, JOGGLED",50,50,73.53,3676.5
